k141_184253_2	K01613
k141_184253_3	K01011
k141_184919_1	K03723
k141_327197_11	K05795
k141_327197_13	K05794
k141_327312_2	K00423
k141_327312_5	K03654
k141_36839_2	K06207
k141_36839_10	K01251
k141_404792_1	K00544
k141_404792_2	K00645,K13935
k141_186110_7	K08744
k141_186110_8	K09938
k141_186110_12	K00992
k141_186110_20	K07482
k141_186110_25	K03644
k141_256464_1	K03977
k141_256464_3	K10026
k141_186424_2	K03651
k141_186424_5	K07491
k141_186424_12	K02574
k141_186424_13	K02573
k141_186424_14	K02567
k141_186424_18	K00855
k141_186424_25	K07304
k141_113359_3	K04763
k141_257230_1	K01689
k141_257230_2	K05589
k141_257230_3	K00573
k141_406081_1	K03497
k141_406081_2	K01432
k141_113815_7	K07319
k141_187284_25	K11741
k141_329529_7	K03313
k141_187769_1	K03406
k141_187769_2	K07075
k141_187769_6	K19158
k141_114613_3	K11179
k141_480101_3	K06207
k141_480101_4	K01259
k141_480101_5	K07560
k141_480101_6	K01089,K01693
k141_480101_7	K01814
k141_480101_9	K01523
k141_480101_10	K03116
k141_480101_11	K03117
k141_480101_12	K03118
k141_480101_13	K06888
k141_480101_20	K11962
k141_480101_21	K11961
k141_480101_22	K11960
k141_480101_23	K11959
k141_480234_1	K03499
k141_480234_2	K13599
k141_480234_5	K03500
k141_480234_6	K00604
k141_480234_7	K01462
k141_480234_9	K04096
k141_480234_10	K03747
k141_480234_11	K03168
k141_480234_12	K01588
k141_480234_13	K07566
k141_480234_23	K07091
k141_480234_29	K08483
k141_480234_30	K11189
k141_480234_31	K02793,K02794
k141_480234_32	K06958
k141_480234_33	K06023
k141_480234_34	K02806
k141_480234_35	K05808
k141_480234_36	K03092
k141_480234_37	K06861
k141_480234_38	K09774
k141_480234_39	K11719
k141_480234_40	K03270
k141_480234_41	K06041
k141_480234_42	K07301
k141_480234_43	K02065
k141_480234_44	K02066
k141_480234_45	K02067
k141_480234_46	K07323
k141_480234_47	K07122
k141_480234_48	K00790
k141_480234_49	K00765
k141_480234_50	K00013
k141_480234_51	K00817
k141_480234_52	K04691
k141_480234_53	K00411
k141_480234_54	K00412
k141_480234_55	K00413
k141_480234_56	K03599
k141_480234_57	K03600
k141_480234_63	K05797
k141_114936_1	K10763
k141_188289_4	K11179
k141_188289_6	K04762
k141_188289_7	K03676
k141_188289_8	K05838
k141_188289_13	K16149
k141_188289_15	K00703
k141_188289_20	K02517
k141_330710_5	K11912
k141_330710_6	K09181
k141_40247_1	K01876
k141_40304_1	K20370
k141_481162_7	K07459
k141_481162_8	K03657
k141_481162_12	K01153
k141_331401_2	K03119
k141_259581_1	K09691
k141_116069_1	K02622
k141_331758_2	K01916,K01950
k141_331758_3	K04751
k141_331758_4	K05807
k141_331758_5	K06180
k141_331758_6	K05810
k141_331758_9	K02066
k141_331758_10	K02065
k141_331758_11	K02067
k141_331758_12	K18480
k141_331758_14	K07755
k141_116343_6	K15509
k141_41470_1	K07003
k141_189732_1	K03426
k141_189812_1	K04087
k141_189812_2	K04088
k141_189812_3	K03665
k141_189812_4	K03666
k141_189812_5	K00791
k141_189812_6	K03572
k141_189812_7	K01448
k141_189812_8	K06925
k141_189812_9	K17758,K17759
k141_189812_10	K18979
k141_189812_11	K13288
k141_189812_13	K06949
k141_189812_14	K02503
k141_189812_15	K06179
k141_189812_16	K08300
k141_189812_17	K01104
k141_189812_20	K00979
k141_189812_22	K00912
k141_189812_23	K11085
k141_189812_24	K03559
k141_189812_25	K03561
k141_189812_28	K01733
k141_189812_29	K00003
k141_189812_30	K14261
k141_189812_33	K21019
k141_189812_34	K01775
k141_189812_35	K02314
k141_189812_36	K02939
k141_189812_38	K02963
k141_189812_39	K02990
k141_189812_40	K03218
k141_189812_41	K12573
k141_332473_5	K02065
k141_332496_1	K05515
k141_116678_7	K01755
k141_116678_8	K01749
k141_116678_9	K01719
k141_116678_10	K00523
k141_116678_15	K13668
k141_116678_19	K01953
k141_116678_36	K01991
k141_116678_37	K00951
k141_116678_40	K02621
k141_116678_41	K02622
k141_116678_50	K03602
k141_116678_51	K00795,K13789
k141_116678_52	K09007
k141_116678_53	K06985
k141_116678_54	K00566
k141_260282_6	K04761
k141_260282_7	K03781
k141_260282_11	K03313
k141_116754_3	K02428
k141_116754_4	K00989
k141_116754_6	K00942
k141_116754_7	K03060
k141_116754_8	K01139
k141_116754_9	K09022
k141_116754_10	K09912
k141_116754_11	K01433
k141_116754_12	K02039
k141_116754_13	K02036
k141_116754_14	K02038
k141_116754_15	K02037
k141_116754_16	K02040
k141_116754_17	K07636
k141_116754_18	K07657
k141_116756_3	K05801
k141_116756_7	K04655
k141_260350_3	K01624
k141_260350_5	K07154
k141_260617_3	K00134
k141_190529_4	K20978
k141_333490_2	K01153
k141_333490_4	K02448
k141_333490_5	K04748
k141_333490_6	K03388,K16885
k141_333490_8	K03390,K16887
k141_333490_9	K03389
k141_333490_10	K07491
k141_483966_2	K00215
k141_191450_12	K07058
k141_191756_1	K07482
k141_410755_5	K07464
k141_118290_2	K03424
k141_118290_3	K02676
k141_118290_4	K02341
k141_118290_5	K00943
k141_118290_6	K07082
k141_118290_7	K02619
k141_118290_8	K09458
k141_118290_9	K02078
k141_118290_10	K00059
k141_118290_11	K00645
k141_118290_12	K00648
k141_118290_13	K03621
k141_118290_14	K02911
k141_118290_15	K07040
k141_118290_16	K06287
k141_118290_18	K06178
k141_118290_19	K06024
k141_118290_20	K05896
k141_118290_21	K01867
k141_118290_24	K07053
k141_118290_26	K06190
k141_118290_27	K09780
k141_118290_30	K02462
k141_118290_32	K02460
k141_118290_33	K02459
k141_118290_34	K02458
k141_118290_35	K02457
k141_118290_36	K02456
k141_118290_39	K11179
k141_334381_15	K00059
k141_334381_23	K11206,K13566
k141_411118_13	K01246
k141_411118_28	K03088
k141_411118_29	K04774
k141_411118_30	K06985
k141_411118_32	K06883
k141_411118_35	K09760
k141_411118_36	K01091,K22292
k141_411118_37	K00568
k141_411118_38	K12960
k141_411118_39	K08963
k141_411118_43	K01091
k141_411118_44	K04773
k141_411118_46	K02422
k141_411118_47	K02407
k141_411118_48	K06603
k141_43991_5	K18005
k141_44158_2	K09014
k141_44158_3	K09013
k141_44158_5	K11717
k141_44158_6	K04488
k141_44158_8	K05710
k141_44158_15	K02036
k141_44158_17	K02037
k141_44158_19	K07182
k141_44285_3	K00124
k141_44285_8	K03605
k141_44285_9	K03618
k141_44285_10	K06282
k141_44285_12	K21834
k141_44285_13	K05922
k141_44285_15	K03969
k141_262527_1	K02871
k141_262527_2	K02996
k141_262527_3	K00411
k141_335000_2	K00128,K00141
k141_335000_3	K06920
k141_335000_4	K10026
k141_335000_6	K03640
k141_335000_7	K03641
k141_335000_8	K03646
k141_335000_9	K03560
k141_335000_10	K03562
k141_335000_11	K03551
k141_335000_12	K03550
k141_335000_13	K01159
k141_335000_18	K00647
k141_335000_19	K08310
k141_335000_20	K01876
k141_335000_23	K02557
k141_335000_24	K02556
k141_335000_39	K03695
k141_335000_46	K07638
k141_335000_50	K00971,K16011
k141_335000_52	K20978
k141_335000_53	K03406
k141_335000_54	K03412
k141_335000_55	K03411
k141_335000_56	K00575
k141_335000_60	K03408
k141_335000_61	K03406
k141_485664_3	K11928
k141_485664_7	K03473
k141_485664_9	K01895
k141_485664_11	K02397
k141_485664_12	K02396
k141_485664_13	K02395
k141_485664_14	K02394
k141_485664_15	K02393
k141_485664_16	K02392
k141_485664_17	K02391
k141_485664_18	K02390
k141_485664_19	K02389
k141_485664_20	K02388
k141_485664_21	K02387
k141_485664_22	K00575
k141_485664_23	K03415
k141_485664_24	K02386
k141_485664_28	K09931
k141_485664_30	K20074
k141_485664_32	K03582
k141_485664_33	K03583
k141_485664_38	K10942
k141_485664_44	K06992
k141_411766_1	K17224
k141_412129_2	K07480
k141_486098_3	K20881
k141_486098_5	K08312
k141_486098_6	K01082
k141_486098_14	K03578
k141_486098_15	K06187
k141_486098_16	K09747
k141_486098_17	K02343
k141_486098_19	K07755
k141_486291_7	K02200
k141_486291_8	K02200
k141_486291_10	K02198
k141_486291_11	K02197
k141_486291_13	K02195
k141_486291_15	K02193
k141_486291_17	K07403
k141_486291_22	K03924
k141_486291_28	K12216
k141_486291_34	K00164
k141_486291_35	K00658
k141_486291_37	K00344
k141_486291_41	K02481
k141_486291_44	K02474
k141_486291_45	K08679
k141_486291_46	K08307
k141_486291_48	K03469
k141_486291_49	K02342
k141_486291_51	K02031,K02032,K13896
k141_486291_52	K02031,K02032,K13896
k141_486291_53	K02034
k141_486291_54	K02033
k141_486291_55	K02035
k141_486291_56	K00208
k141_486291_59	K03770
k141_486291_60	K03530
k141_486291_61	K01338
k141_486291_62	K03544
k141_486291_63	K01358
k141_486291_64	K03545
k141_486291_65	K01491
k141_486291_66	K01883
k141_486291_68	K03768
k141_486291_69	K03269
k141_45513_1	K10773
k141_45513_5	K03823
k141_45513_6	K03466
k141_120609_1	K00329,K00356
k141_120609_11	K03098
k141_120609_14	K00574
k141_263692_2	K10563
k141_486834_1	K03683
k141_486834_2	K07390
k141_486834_3	K01953
k141_45843_1	K03768
k141_120908_1	K00123
k141_120908_4	K00124
k141_121273_2	K01586
k141_121273_5	K06999
k141_121273_14	K07491
k141_121273_16	K17218
k141_121273_17	K01698
k141_487992_4	K01754
k141_487992_7	K01624
k141_487992_8	K00873
k141_487992_9	K00927
k141_487992_10	K00134
k141_487992_11	K00615
k141_487992_13	K00789
k141_487992_14	K01251
k141_487992_15	K00297
k141_487992_16	K00833
k141_487992_17	K09761
k141_488312_1	K03469
k141_47624_9	K05801
k141_196338_1	K02415
k141_196338_2	K02416
k141_196338_3	K02417
k141_196338_4	K02418
k141_196338_5	K02419
k141_196338_6	K02420
k141_196338_7	K02421
k141_196338_8	K02401
k141_196338_9	K02400
k141_196338_10	K02404
k141_196338_11	K04562
k141_196338_12	K02405
k141_196338_13	K03413
k141_196338_14	K03414
k141_196338_15	K03407
k141_196338_16	K03412
k141_196338_17	K02556
k141_196338_18	K02557
k141_196338_19	K03496
k141_196338_20	K03408
k141_196338_21	K03408
k141_196338_30	K06992
k141_489494_6	K00575
k141_489494_9	K07303
k141_266068_4	K01621
k141_338860_2	K09748
k141_338860_3	K02600
k141_338860_4	K02519
k141_197314_1	K07483
k141_197314_2	K07497
k141_197578_3	K11180
k141_197578_4	K11181
k141_197578_5	K07235
k141_197578_6	K07236
k141_197578_7	K07237
k141_197578_8	K11179
k141_197578_13	K00184
k141_197578_14	K00185
k141_197578_16	K13628
k141_124177_1	K02358
k141_490544_3	K02837
k141_490544_5	K02004
k141_490544_6	K02003
k141_490544_8	K01919
k141_490544_10	K00640
k141_490544_11	K02533,K15396
k141_490544_12	K01092
k141_124499_1	K01782
k141_124506_1	K01782
k141_416884_1	K03076
k141_416884_2	K02952
k141_416884_3	K02948
k141_416884_4	K02986
k141_416884_5	K03040
k141_416884_6	K02879
k141_416884_7	K03722
k141_198365_1	K02926
k141_198365_2	K02892
k141_198365_4	K02965
k141_198365_5	K02890
k141_198365_6	K02982
k141_198365_7	K02878
k141_198365_8	K02904
k141_198365_9	K02961
k141_198365_10	K02874
k141_198365_11	K02895
k141_198365_12	K02931
k141_198365_13	K02954
k141_198365_14	K02994
k141_198365_15	K02933
k141_198365_16	K02881
k141_198365_17	K02988
k141_198809_2	K07043
k141_198809_7	K03650
k141_198809_8	K03217
k141_198809_10	K03536
k141_198809_11	K02313
k141_198809_12	K02338
k141_198809_13	K03629
k141_198809_14	K02470
k141_491901_8	K01638
k141_491901_9	K01637
k141_491901_10	K00031
k141_491901_11	K09773
k141_491901_12	K01007
k141_491901_19	K00425
k141_491944_4	K07075
k141_198918_1	K00655
k141_198918_2	K03273
k141_198918_3	K01879
k141_198918_4	K01878
k141_198918_9	K01915
k141_198918_12	K07708
k141_198918_13	K07712
k141_50929_1	K05524
k141_268288_2	K02338
k141_268288_3	K02313
k141_126072_2	K01887
k141_126561_1	K09903
k141_126561_2	K02357
k141_126561_3	K02967
k141_126561_5	K01265
k141_418885_1	K06941
k141_418885_2	K02656
k141_418885_3	K15539
k141_493497_1	K02034
k141_493497_3	K15581
k141_127512_2	K09160
k141_270928_2	K03406,K03776
k141_271016_6	K00111
k141_271016_7	K01126
k141_271016_8	K00864
k141_53900_3	K05569
k141_53900_4	K05570
k141_53900_7	K05567
k141_53900_9	K05568
k141_421569_1	K00990
k141_203094_1	K03474
k141_203094_2	K07184
k141_203094_3	K06190
k141_422130_3	K10716
k141_422130_5	K03704
k141_422130_6	K02426
k141_422130_7	K01626
k141_422130_8	K00958
k141_422130_9	K01915
k141_422130_10	K02503
k141_422130_19	K00428
k141_55232_1	K03809
k141_55232_2	K00537
k141_55232_4	K07058
k141_55232_9	K01512
k141_55232_10	K01130
k141_55232_11	K00930,K22478
k141_55232_12	K15778
k141_55232_13	K01520
k141_55232_14	K13038
k141_55232_15	K03630
k141_55232_16	K02902
k141_55232_17	K02913
k141_55232_18	K00507
k141_55232_19	K03439
k141_55232_20	K03149
k141_55232_21	K03154
k141_55232_22	K07221
k141_55232_27	K02823
k141_55232_28	K01465
k141_55232_29	K00609
k141_55232_30	K02825
k141_55232_31	K07447
k141_55232_32	K07735
k141_55232_33	K02040
k141_55232_35	K01920
k141_55232_36	K01919
k141_55232_37	K02657
k141_55232_38	K02658
k141_55232_39	K02659
k141_55232_40	K02660
k141_55232_41	K02487,K06596
k141_55232_42	K06598
k141_55541_3	K18691
k141_55541_5	K03581
k141_55541_16	K03496
k141_55541_18	K01081
k141_55541_19	K08714
k141_55541_22	K01843,K19810
k141_55541_23	K02356
k141_55541_24	K04568
k141_55541_25	K01613
k141_55541_26	K00830
k141_55541_27	K11473
k141_55541_28	K11472
k141_55541_29	K00104
k141_55541_30	K02469
k141_55541_31	K00831
k141_55541_32	K00058
k141_55541_33	K14170
k141_55541_34	K00817
k141_55541_35	K04517
k141_55541_36	K00800
k141_55541_37	K00945
k141_55541_38	K02945
k141_55541_39	K05788
k141_55541_40	K19804
k141_55541_41	K01591
k141_55541_42	K02237
k141_55541_44	K07576
k141_272796_2	K07491
k141_345597_19	K03327
k141_204789_1	K01866
k141_131546_2	K17686
k141_131546_4	K03386
k141_131546_6	K00383
k141_131546_8	K01156
k141_58222_4	K19696
k141_58222_5	K00760
k141_58222_7	K03181
k141_347826_2	K06206
k141_347826_3	K09808
k141_347826_4	K09810
k141_347826_5	K09928
k141_347826_6	K02238
k141_347826_7	K05844
k141_347826_10	K07395
k141_347826_14	K01214
k141_347826_15	K01236
k141_207353_2	K17229
k141_207353_8	K00612
k141_207353_13	K01736
k141_347933_7	K00962
k141_347933_8	K02956
k141_347933_9	K03177
k141_347933_10	K02834
k141_347933_11	K02519
k141_347933_12	K02600
k141_347933_13	K09748
k141_347933_14	K16291
k141_347933_15	K02414
k141_501689_5	K00573
k141_501689_7	K01518
k141_501689_12	K06990
k141_501689_14	K01644,K18292
k141_501689_15	K01644,K08691
k141_501689_18	K02482,K14986
k141_501689_19	K21024
k141_501689_25	K05997,K13628
k141_501689_26	K13643
k141_501689_28	K07303
k141_501689_29	K07303
k141_501689_32	K01756
k141_501689_35	K08296
k141_501689_37	K15984
k141_501689_39	K03074
k141_501689_40	K03072
k141_501689_41	K03210
k141_501689_42	K00773
k141_501689_43	K07568
k141_501689_44	K03797
k141_501689_45	K00688
k141_501689_46	K00705
k141_501689_48	K00975
k141_501689_52	K01057
k141_501689_53	K00036
k141_501689_54	K00033
k141_501689_55	K00703
k141_501689_56	K01579
k141_501689_71	K20534
k141_134750_6	K08483,K08484
k141_134750_7	K08311
k141_134750_9	K02013
k141_134750_12	K07223
k141_134750_13	K06972
k141_134750_17	K01923
k141_501794_24	K01992
k141_501794_25	K01990
k141_501794_30	K07133
k141_59687_1	K03548
k141_59687_6	K03406
k141_59687_7	K02339
k141_59687_9	K01873
k141_59687_11	K05710
k141_59687_14	K07126
k141_59687_15	K11912
k141_59687_21	K01515
k141_59953_1	K02946
k141_59953_2	K02906
k141_59953_3	K02926
k141_59953_4	K02892
k141_59953_5	K02886
k141_427592_1	K02358
k141_427592_2	K02355
k141_427592_3	K02992
k141_427592_4	K02950
k141_427592_5	K03046
k141_427592_6	K03043
k141_427592_7	K02935
k141_427592_8	K02864
k141_427592_9	K02863
k141_427592_10	K02867
k141_427592_11	K02601
k141_427592_12	K03073
k141_427592_13	K02358
k141_277644_2	K06180
k141_277644_3	K05807
k141_277644_4	K08084
k141_61512_2	K03043
k141_61512_3	K03046
k141_136817_1	K03086
k141_278689_2	K02018
k141_350716_10	K03582,K16898
k141_62251_1	K08311
k141_62251_2	K08484
k141_137401_2	K14415
k141_137401_3	K00784
k141_137401_6	K00974
k141_137401_7	K01724
k141_137401_8	K07673
k141_137401_9	K07684
k141_137401_12	K04085
k141_137401_17	K00278
k141_137401_18	K03088
k141_137401_19	K03597
k141_137401_20	K03598
k141_137401_21	K03803
k141_137401_22	K04771
k141_137401_23	K03596
k141_137401_24	K03100
k141_137401_26	K03685
k141_137401_27	K03595
k141_137401_30	K03474
k141_137401_31	K07678
k141_137401_33	K12339
k141_137401_36	K07501
k141_137401_37	K03215
k141_137401_38	K02069
k141_137401_40	K05802
k141_137401_49	K00688
k141_137401_51	K03324
k141_137401_55	K00937
k141_137401_63	K17229
k141_137401_71	K03701
k141_137401_73	K03088
k141_137401_74	K07114
k141_279471_3	K00340
k141_279471_4	K00341
k141_430612_3	K03406
k141_430612_4	K03413
k141_430612_6	K03407
k141_430612_10	K00575
k141_430612_12	K03412
k141_505818_4	K07480
k141_505818_6	K12262
k141_505818_7	K07393
k141_281868_1	K00368
k141_354194_2	K00134
k141_354519_4	K07112
k141_354519_5	K01095
k141_354519_6	K00946
k141_354519_7	K03625
k141_354519_8	K00794
k141_354519_9	K14652
k141_354519_10	K00793
k141_354519_11	K11752
k141_354519_12	K07738
k141_354519_13	K00600
k141_282772_6	K00986
k141_282772_7	K00986
k141_141605_5	K01885
k141_141611_1	K03406
k141_283043_2	K05366
k141_142133_7	K07139
k141_355308_2	K03466
k141_355308_3	K00259
k141_355308_4	K00384
k141_355308_5	K09919
k141_355308_6	K00684
k141_355308_7	K21420
k141_355308_8	K02518
k141_355308_9	K03694
k141_355308_10	K06891
k141_216054_17	K03892
k141_216054_18	K03741,K03892
k141_216054_19	K03325
k141_216054_21	K13993
k141_216054_22	K05516
k141_216054_23	K18997
k141_216054_29	K01897
k141_143192_6	K00343
k141_143192_7	K00342
k141_143192_8	K00341
k141_143192_9	K00340
k141_143192_10	K00339
k141_143192_11	K00338
k141_143192_12	K00337
k141_143192_13	K00336
k141_143192_14	K00335
k141_143192_15	K00334
k141_143192_16	K00333
k141_143192_17	K00332
k141_143192_18	K00331
k141_143192_19	K00330
k141_143192_20	K03075
k141_143192_21	K01803
k141_143192_22	K03431
k141_143192_23	K00796
k141_143192_24	K03798
k141_143192_25	K02427
k141_143192_26	K03624
k141_143192_27	K01955
k141_143192_28	K01956
k141_143192_29	K00215
k141_143192_30	K03686
k141_143192_31	K04043
k141_143192_32	K03687
k141_143192_33	K03705
k141_143192_34	K03631
k141_143192_35	K03711
k141_143192_36	K06186
k141_143192_37	K09801
k141_143192_39	K03308
k141_143192_40	K03664
k141_143192_43	K04487
k141_143192_45	K19170
k141_143273_5	K01602
k141_68170_2	K09937
k141_68170_3	K02502
k141_68170_4	K01939
k141_68170_6	K03651
k141_68170_18	K03610
k141_68170_19	K03609
k141_68170_20	K03608
k141_68170_21	K01439
k141_68170_23	K14267
k141_68170_26	K00990
k141_68170_27	K01265
k141_68170_28	K02967
k141_68170_29	K02357
k141_68170_30	K09903
k141_68170_31	K02838
k141_68170_32	K00806
k141_68170_33	K00981
k141_68170_34	K00099
k141_68170_35	K11749
k141_68170_36	K07277
k141_68170_37	K06142
k141_68170_38	K02536
k141_68170_39	K02372
k141_68170_41	K00748
k141_68170_43	K03470
k141_68170_47	K07131
k141_358028_1	K01089,K01693
k141_358028_2	K04096
k141_358028_3	K03747
k141_358028_4	K03168
k141_358250_2	K00812
k141_359974_1	K16051
k141_288091_1	K15724
k141_288091_5	K00382
k141_288091_6	K05527
k141_288091_7	K07090
k141_288091_8	K09902
k141_288091_11	K16092
k141_288091_12	K00798
k141_288091_14	K03527
k141_288091_15	K03153
k141_360686_1	K03046
k141_360686_2	K02950
k141_288793_6	K03427
k141_362726_2	K02474
k141_363128_1	K07114
k141_363128_2	K07114
k141_363128_3	K07114
k141_363128_6	K03924
k141_363128_8	K01662
k141_363128_15	K02658
